cement,slag,flyash,water,superplasticizer,coarseaggregate,fineaggregate,age,csMPa
2.5061156810010297,-0.8364706610158934,-0.8653749724075479,-0.9412345522783612,-0.597130547975239,0.8463023827751743,-1.20408109151549,-0.2803121270531477,79.99
2.5061156810010297,-0.8364706610158934,-0.8653749724075479,-0.9412345522783612,-0.597130547975239,1.0397482802834226,-1.20408109151549,-0.2803121270531477,61.89
0.5165159702295559,0.81804498584661,-0.8653749724075479,2.1531853614110594,-1.0196404755394586,-0.5465080792842133,-2.22524592399029,3.518568538309387,40.27
0.5165159702295559,0.81804498584661,-0.8653749724075479,2.1531853614110594,-1.0196404755394586,-0.5465080792842133,-2.22524592399029,5.009864667274018,41.05
-0.7673751202393615,0.7007775610514432,-0.8653749724075479,0.46531995394410275,-1.0196404755394586,0.051884563674634426,0.6576767433013714,4.9313753973285115,44.3
-0.12111478045142249,0.48714185647410935,-0.8653749724075479,2.1531853614110594,-1.0196404755394586,-0.5465080792842133,-1.278800469501451,0.692954820271138,47.03
0.9719665064302546,0.2665397702257756,-0.8653749724075479,2.1531853614110594,-1.0196404755394586,-0.5465080792842133,-2.22524592399029,5.009864667274018,43.7
0.9719665064302546,0.2665397702257756,-0.8653749724075479,2.1531853614110594,-1.0196404755394586,-0.5465080792842133,-2.22524592399029,-0.2803121270531477,36.45
-0.12111478045142249,0.48714185647410935,-0.8653749724075479,2.1531853614110594,-1.0196404755394586,-0.5465080792842133,-1.278800469501451,-0.2803121270531477,45.85
1.8828675788316522,-0.8364706610158934,-0.8653749724075479,2.1531853614110594,-1.0196404755394586,-0.5465080792842133,-2.22524592399029,-0.2803121270531477,39.29
-0.7673751202393615,0.7007775610514432,-0.8653749724075479,0.46531995394410275,-1.0196404755394586,0.051884563674634426,0.6576767433013714,0.692954820271138,38.07
-0.7673751202393615,0.7007775610514432,-0.8653749724075479,0.46531995394410275,-1.0196404755394586,0.051884563674634426,0.6576767433013714,-0.2803121270531477,28.02
1.4274170426309534,-0.2849654453950589,-0.8653749724075479,2.1531853614110594,-1.0196404755394586,-0.5465080792842133,-2.22524592399029,3.518568538309387,43.01
