index,average_speed,average_fuel_consumption
0,115.13516534115597,6.81011159140372
1,78.27662837272575,5.773310686744585
2,124.44577119025207,8.030236032652603
3,106.71048319653003,6.635913180702022
4,40.359508267641445,2.5107701966195513
5,137.31845868004314,9.008770826310387
6,113.72536721893883,7.80666519729681
7,116.46707358046491,6.689738515361968
8,44.09249959431005,2.002480710316713
9,79.5424531685124,5.9989616535105394
10,70.78778266558393,4.222414715415928
11,131.9441487733462,7.351226036197436
12,100.8251632088731,6.8387679870002325
13,120.5037774597913,8.11976823926819
14,78.77556187100643,3.841334198062219
15,54.996259396325456,3.720458847814008
16,91.00432657174183,6.44069467683227
17,37.01989817145929,2.680484633688014
18,121.03942891918403,8.289100505941569
19,99.48308390342713,5.274005499601668
20,113.38965140939112,7.556459099272215
21,68.99785649428551,4.1950943628626955
22,136.77678268343936,8.40921077634812
23,128.24332334544175,8.943177421971033
24,115.62218467811381,8.61860070552678
25,51.41025786371643,4.741786034575117
26,81.33931040997376,6.282604295876447
27,34.81841423659517,2.1516305085231586
28,46.97184412743026,3.3030716796589674
29,105.13538485667002,7.374327679096133
30,111.92383714985988,7.294316012012709
31,136.4260705677631,8.877503113906972
32,65.84078939519671,4.893190104401489
33,70.75056766383557,4.502465134531545
34,81.65113924033886,4.6673793551941
35,50.841849499271426,2.938162311983965
36,44.29136558690188,3.355666400790372
37,82.3275418848527,5.296696903697878
38,54.96002839559725,3.806711767359969
39,103.67953941507614,7.203320457690562
40,78.08671107595637,4.721739438576983
41,121.59460156636212,8.424212006222495
42,107.0291612202474,7.185715178389843
43,64.36033055202452,3.151142145296545
44,121.54857815347212,8.970097956795406
45,118.5240793246482,7.221180029648671
46,72.62262169331919,3.3461899229539696
47,61.71609143232685,3.1329304275210066
48,105.07450543724731,5.9401186455777815
49,45.37277319702408,2.959812344267872
50,51.989902272261915,3.1244813015717234
51,30.809849672610607,1.7121975696860603
52,116.56168152523523,7.991353256140133
53,103.13359422512353,6.904052531223831
54,107.56819164889686,7.170139587731145
55,115.88019341241647,7.779634082474745
56,80.4807353092174,5.668458495519778
57,92.56153155481832,4.265995367084417
58,45.37766979404232,2.626837943615146
59,42.59830808895708,0.9955047568364499
60,103.52432579695189,6.6861246145080395
61,81.82058267574457,5.257997908853575
62,92.17597171293077,6.763991976944905
63,114.14987431576282,8.290617582554761
64,99.819015200065,6.581241534981273
65,90.89373407237954,5.4448281326705565
66,91.51278768199549,6.273051650776582
67,63.434510786887344,3.657127368248192
68,33.38996180247334,2.146452812706159
69,78.03891281555985,5.807448186521928
70,53.604314010148215,3.0011529183750016
71,74.93815080970998,5.463699946609162
72,123.87433805949827,8.50772390651764
73,55.73334344518749,2.820435263164343
74,36.413301585797264,3.121086007842271
75,60.95222812241962,4.478701296796908
76,62.2953133543352,4.087750653895233
77,102.81081661995846,6.001538553057827
78,91.27353675754063,5.182173872186163
79,116.22880300170549,7.044057200290245
80,103.07448943601263,7.062427315858615
81,74.70255475840776,4.039507839599258
82,119.54224231326381,8.037254521881072
83,48.367021189847435,2.117202406425666
84,32.49832804472465,1.9269791240527603
85,39.90526468532059,2.654225628190006
86,109.45952856560953,8.995020262344392
87,80.80649532765261,4.094644931647096
88,47.7398956936962,4.247893686192466
89,85.11492526136999,5.593407740421175
90,46.75433129844853,3.3358467912343093
91,106.59524125855097,6.94941793887665
92,79.07719031314338,5.441082868881619
93,71.91233487061308,4.501645961025677
94,63.16632980626642,5.225457318038703
95,99.33108524307772,6.022470196835362
96,69.79938716087295,5.39451705157469
97,39.64149112477111,2.0340528246434886
98,42.980649233256685,2.7160562492266083
99,135.8087431004466,7.875626948269641
100,129.9438759778368,8.7200991455289
101,106.96778471918245,8.034795290769377
102,59.24569576054715,3.748231539242259
103,136.60940150824962,8.62717156741883
104,115.6625994362374,6.546086235895159
105,108.85792080748952,6.816798043000537
106,79.42976523581675,3.83373692665103
107,59.94657180296749,3.1248811241275503
108,40.60300583688492,2.7928017152048454
109,129.2862636198226,9.36900559521133
110,80.13539188169722,7.400713522368615
111,52.259970127475334,2.8916592711100706
112,63.65522865657177,5.241893983162574
113,93.71415258360855,6.221474709599931
114,49.44500612331549,3.0589242213382084
115,124.2275712501613,8.334591620337543
116,113.4371482818731,7.34421425861669
